,title,roleId,companyName,salary,workType,isPrivateAdvertiser,listingDate,isPremium,isStandOut,suburb,suburbWhereValue,classification.id,classification.description,subClassification.id,subClassification.description,advertiser.id,advertiser.description
351,Power BI Developer ( Power BI / DAX / SQL ),power-bi-developer,Talent Insights Group,,Full time,False,2024-07-12T05:37:17Z,False,True,Bondi Junction,Bondi Junction NSW 2022,6281,Information & Communication Technology,6287,Developers/Programmers,37079664,Talent Insights Group Pty Ltd
352,Technical Business Analyst (.NET and API Design),technical-business-analyst,Perigon Group,,Contract/Temp,False,2024-07-08T08:27:19Z,True,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6283,Business/Systems Analysts,25502044,Perigon Group Pty Limited
353,Financial Planning Analyst,financial-planning-analyst,TrooCoo,"$130,000 plus super",Full time,False,2024-07-10T04:15:58Z,True,True,Fortitude Valley,Fortitude Valley QLD 4006,1200,Accounting,6143,Analysis & Reporting,36983305,Troocoo
354,Chief Data and Analytics Officer,Data-and-Analytics-Officer,La Trobe University,,Full time,False,2024-06-27T03:02:04Z,False,False,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6292,Management,20522766,La Trobe University
355,Data & Analytics Lead (24-months contract),analytics-lead,ResMed,,Contract/Temp,False,2024-06-27T16:32:39Z,False,True,Bella Vista,Bella Vista NSW 2153,6281,Information & Communication Technology,6283,Business/Systems Analysts,20080671,ResMed
356,Senior Data Consultant,data-consultant,Cognizant,,Full time,False,2024-07-04T01:29:35Z,False,True,Perth,Perth WA 6000,6281,Information & Communication Technology,6285,Consultants,28245416,Cognizant Technology Solutions Australia Pty Ltd
357,Data Governance Analyst,data-governance-analyst,City of Canterbury Bankstown Council,"From $101,422 (Grade H, Step 1) + 11.5% super",Full time,False,2024-07-04T02:35:16Z,False,True,Bankstown,Bankstown NSW 2200,6281,Information & Communication Technology,6286,Database Development & Administration,35558609,The City of Canterbury Bankstown
358,Senior Data Scientist,data-scientist,,,Full time,False,2024-06-21T07:19:17Z,False,True,Melbourne,Melbourne VIC 3000,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",62386670,Tech & Data People
359,Business Intelligence & Systems Lead,systems-lead,,,Full time,False,2024-06-27T08:36:14Z,False,True,Docklands,Docklands VIC 3008,6281,Information & Communication Technology,6283,Business/Systems Analysts,62471925,Buildlab
360,Data Engineer,data-engineer,Alinta Energy,Great package with annual bonus,Full time,False,2024-07-04T23:54:28Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6290,Engineering - Software,25872803,Alinta Energy
361,Data Analyst,data-analyst,Talis Consultants,,Full time,False,2024-06-26T08:02:35Z,False,True,Leederville,Leederville WA 6007,6076,Consulting & Strategy,6077,Analysts,28477482,Talis Consultants
362,Senior Data Engineer,data-engineer,Charterhouse,Competitive Salary,Full time,False,2024-07-05T04:26:04Z,False,False,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6286,Database Development & Administration,35929414,Charterhouse
363,Senior Data Analyst,data-analyst,Randstad,Above market rates hybrid work,Contract/Temp,False,2024-07-01T06:56:52Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6283,Business/Systems Analysts,26537413,Randstad Digital
364,Senior Data Analyst,data-analyst,Pure Source Recruitment,"$120,000 - $135,000 plus superannuation",Full time,False,2024-06-21T00:39:39Z,False,True,Annerley,Annerley QLD 4103,6281,Information & Communication Technology,6283,Business/Systems Analysts,26958502,Pure Source Recruitment
365,Data Migration Lead,data-migration-lead,,$1050 p/d + GST - 6 Mth Rolling Contract - WFH,Contract/Temp,False,2024-07-03T01:56:09Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6286,Database Development & Administration,61887107,The Aquarium
366,Data Scientist,data-scientist,Arriba Group,,Full time,False,2024-06-26T06:58:17Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6286,Database Development & Administration,45199064,Arriba Group
367,Senior Data Analyst,data-analyst,Australian Energy Market Operator,,Full time,False,2024-07-11T08:09:31Z,False,True,Brisbane,Brisbane QLD 4000,6058,"Mining, Resources & Energy",6059,Analysis & Reporting,19924865,Australian Energy Market Operator (AEMO)
368,Director of Data Science & Analytics,director,Bluefin Resources,,Full time,False,2024-07-10T02:44:36Z,False,False,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6292,Management,27705684,Bluefin Resources Pty Limited
369,Data Scientist - Hawthorn East,data-scientist,Coles Group,,Full time,False,2024-06-25T04:46:00Z,False,False,Hawthorn East,Hawthorn East VIC 3123,6281,Information & Communication Technology,6283,Business/Systems Analysts,21742758,Coles
370,Business Intelligence Analyst,business-intelligence-analyst,Randstad,,Contract/Temp,False,2024-07-11T06:02:56Z,False,False,Kedron,Kedron QLD 4031,6281,Information & Communication Technology,6283,Business/Systems Analysts,26537413,Randstad Digital
371,"Senior Data Analyst, Investment Data",investment-analyst,AustralianSuper,,Full time,False,2024-07-12T06:59:39Z,False,True,Melbourne,Melbourne VIC 3000,1203,Banking & Financial Services,6175,Analysis & Reporting,21587716,AustralianSuper
372,Graduate Data Scientist | Artificial Intelligence,data-scientist,PwC,,Full time,False,2024-07-10T01:54:06Z,False,True,Sydney,Sydney NSW 2000,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",2798,PwC
373,Project Lead - Data Retention,project-leader,NewyTechPeople,,Contract/Temp,False,2024-07-12T03:42:06Z,False,True,,,6281,Information & Communication Technology,6286,Database Development & Administration,39992815,NewyTechPeople
374,"Analytical Management Accountant - Building Products - Wholesaler, Distributor",management-accountant,Boyd Recruitment,"$125,000 – $130,000 p/yr + sup (Reviewed Annually)",Full time,False,2024-07-15T00:27:33Z,True,True,Ringwood,Ringwood VIC 3134,1200,Accounting,6157,Management Accounting & Budgeting,24967322,BOYD RECRUITMENT
375,Principal Remote Sensing Officer,Remote-Sensing-Officer,"NT Department of Environment, Parks and Water Security","$147,587 – $164,681",Full time,False,2024-07-15T00:39:50Z,True,True,Palmerston,Palmerston NT 0830,1223,Science & Technology,6218,"Environmental, Earth & Geosciences",40300991,"Department of Environment, Parks and Water Security"
376,P8 - Technical Data Management Controller,Controller,Boeing,Permanent Role. Benefits.  Annual Bonus.,Full time,False,2024-07-03T23:11:42Z,False,True,Adelaide,Adelaide SA 5000,1209,Engineering,6042,Other,2312131,Boeing Defence Australia
377,Coordinator/ Team Leader Data and Information,team-coordinator,Liverpool City Council,"$126,746.74 – $138,882 per year",Full time,False,2024-07-08T05:00:34Z,False,True,Liverpool,Liverpool NSW 2170,6281,Information & Communication Technology,6298,Team Leaders,675107,Liverpool City Council
378,Workforce Data Analyst,data-analyst,Civil Aviation Safety Authority,"$85,675- $92,981, plus 15.4% superannuation",Full time,False,2024-07-10T00:35:54Z,False,True,Canberra,Canberra ACT 2600,6317,Human Resources & Recruitment,6318,Consulting & Generalist HR,19808636,Civil Aviation Safety Authority
379,Business Intelligence Data Manager,data-manager,V/Line,free Myki,Contract/Temp,False,2024-07-05T08:10:39Z,False,True,Melbourne,Melbourne VIC 3000,6092,"Manufacturing, Transport & Logistics",6100,Public Transport & Taxi Services,14451688,V/Line Corporation
380,Data Analyst,data-analyst,Motion Asia Pacific,,Full time,False,2024-06-26T01:34:52Z,False,True,Chullora,Chullora NSW 2190,6008,Marketing & Communications,6015,Marketing Assistants/Coordinators,29532989,Motion Asia Pacific
381,2 x Actuary/Data Scientist,data-scientist,Recruitment Hive,$450 - $500 p.d. + Weekly pays,Contract/Temp,False,2024-07-05T02:15:53Z,False,True,Melbourne,Melbourne VIC 3000,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",401135233,Recruitment Hive
382,Data Analyst - Agriculture,data-analyst,Applied Horticultural Research,,Full time,False,2024-06-26T05:13:50Z,False,True,Sydney,Sydney NSW 2000,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",62422550,Applied Horticultural Research Pty Ltd
383,Business Intelligence Developer,business-intelligence-developer,,"$120,000 – $135,000 per year",Full time,False,2024-07-02T04:27:58Z,False,False,Maitland,Maitland NSW 2320,6281,Information & Communication Technology,6287,Developers/Programmers,62124845,Data Inseyets Aus Pty Ltd
384,Data Analyst Lead (Please read the JD),data-analyst,Global Infrastructure Services (GIS),,Contract/Temp,False,2024-06-19T02:10:02Z,False,False,Sydney,Sydney NSW 2000,1210,Government & Defence,1411,Government - State,43075570,Global Infrastructure Services (GIS)
385,Data Engineer,data-engineer,FourQuarters Recruitment,,Full time,False,2024-07-08T01:40:32Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6287,Developers/Programmers,26475017,FourQuarters Recruitment
386,Junior Business Analyst,business-analyst,Localsearch,,Full time,False,2024-07-08T23:02:18Z,False,True,Robina,Robina QLD 4226,6281,Information & Communication Technology,6283,Business/Systems Analysts,20750014,Localsearch
387,Data Specialist (Reporting & Engineer) | Not-for-profit |Hybrid,reporting-engineer,Robert Half,"$97,500 to $97,500 p.a.",Full time,False,2024-07-03T23:49:54Z,False,False,Murarrie,Murarrie QLD 4172,6281,Information & Communication Technology,6286,Database Development & Administration,26220238,Robert Half
388,Senior Data Engineer,data-engineer,Peoplebank,Up to $150000.00 p.a.,Full time,False,2024-07-12T06:27:27Z,False,True,Perth,Perth WA 6000,6281,Information & Communication Technology,6286,Database Development & Administration,28936488,Peoplebank Australia WA
389,Data Engineer,data-engineer,Xero,Base Salary + Xero Shares + Xtra Leave + Benefits!,Full time,False,2024-06-17T07:07:08Z,False,True,Hawthorn,Hawthorn VIC 3122,6281,Information & Communication Technology,6286,Database Development & Administration,22895028,Xero
390,Data Scientist,data-scientist,Endeavour Group,,Full time,False,2024-06-20T08:57:43Z,False,True,Richmond,Richmond VIC 3121,6281,Information & Communication Technology,6286,Database Development & Administration,62081835,Endeavour Group
391,"Senior Analyst, Strategic Initiatives - Range & Space",analyst,Woolworths Group,,Full time,False,2024-07-15T03:15:26Z,False,True,Norwest,Norwest NSW 2153,6043,Retail & Consumer Products,6051,Other,10174028,Woolworths Group
392,Online Data Analyst - Australia,data-analyst,,,Part time,False,2024-07-10T11:51:08Z,False,True,Wollongong,Wollongong NSW 2500,6281,Information & Communication Technology,6303,Other,400692593,TELUS International AI INC
393,Data Scientist,data-scientist,Wall Street,,Full time,False,2024-07-11T09:30:06Z,False,True,Melbourne,Melbourne VIC 3004,6008,Marketing & Communications,6014,Market Research & Analysis,25088325,Wall Street
394,Data Migration Specialist,data-migration-specialist,Sharp and Carter,,Contract/Temp,False,2024-07-08T00:09:07Z,False,True,,,6281,Information & Communication Technology,6286,Database Development & Administration,38334540,Sharp & Carter Digital and Technology
395,Sr Data Engineer,data-engineer,Salt,$150000.00 - $160000.00 p.a.,Full time,False,2024-07-01T02:58:23Z,False,True,Surry Hills,Surry Hills NSW 2010,6281,Information & Communication Technology,6290,Engineering - Software,31457491,SALT SEARCH PTY LTD
396,FP&A Analyst/Business Partner,business-partner,,"$110,000 – $125,000 per year",Full time,True,2024-07-12T06:58:08Z,True,True,Sydney,Sydney NSW 2000,1200,Accounting,6143,Analysis & Reporting,,Private Advertiser
397,Principal - Algorithm Assurance,principal,Deloitte,Great Salary + Benefits + Discounts on Offer,Full time,False,2024-07-15T00:57:31Z,True,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6303,Other,26734030,Deloitte
398,Mid/Senior Business Analysts,business-analyst,TrooCoo,,Contract/Temp,False,2024-07-15T01:01:36Z,False,True,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6283,Business/Systems Analysts,36983305,Troocoo
399,Analytics Consultant,analytics-consultant,WorkSafe Victoria,,Full time,False,2024-07-04T07:45:06Z,False,True,Geelong,Geelong VIC 3220,1210,Government & Defence,1411,Government - State,60133944,WorkSafe Victoria
400,Data Engineer,data-engineer,Clicks IT Recruitment,Inclusive of Super OR + GST,Contract/Temp,False,2024-07-09T02:25:41Z,False,False,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6289,Engineering - Network,35293445,Clicks IT Recruitment (QLD)
401,Data Engineer,data-engineer,Hays Recruitment,$90000.0 - $100000.0 p.a. + super + leave loading,Full time,False,2024-07-02T03:01:16Z,False,True,Wollongong,Wollongong NSW 2500,6281,Information & Communication Technology,6290,Engineering - Software,29321933,Hays | Technology
402,Library and Information Management Lead,Information-Management-Lead,Chandler Macleod Group,,Contract/Temp,False,2024-06-26T04:35:13Z,False,True,Adelaide,Adelaide SA 5000,6317,Human Resources & Recruitment,6323,Organisational Development,45136049,Chandler Macleod
403,Work from Home Opportunity | Online Data Analyst | English speakers,data-analyst,,,Part time,False,2024-07-04T10:45:20Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6291,Help Desk & IT Support,61902939,TELUS International AI Inc.
404,Senior Data Analyst,data-analyst,Australian Energy Market Operator,,Full time,False,2024-07-11T08:08:12Z,False,True,Melbourne,Melbourne VIC 3000,6058,"Mining, Resources & Energy",6072,Power Generation & Distribution,19924865,Australian Energy Market Operator (AEMO)
405,Senior Analytics Consultant,analytics-consultant,WorkSafe Victoria,,Contract/Temp,False,2024-07-05T02:45:08Z,False,True,Geelong,Geelong VIC 3220,6281,Information & Communication Technology,6283,Business/Systems Analysts,60133944,WorkSafe Victoria
406,EL 1 Data and Analytics Project Manager,project-manager,Comcare,"$119,133 - $141,953 + Super, Part-time avaliable",Full time,False,2024-07-02T23:57:38Z,False,True,Melbourne,Melbourne VIC 3000,1210,Government & Defence,1409,Government - Federal,20885930,Comcare
407,power BI developer,power-bi-developer,Peoplebank,,Contract/Temp,False,2024-07-10T00:28:06Z,False,True,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6287,Developers/Programmers,28936057,Peoplebank Australia ACT
408,Senior Technical Product Analyst,Technical-Product-Analyst,nib Group,,Full time,False,2024-07-15T02:29:56Z,False,True,Newcastle,Newcastle NSW 2300,6281,Information & Communication Technology,6290,Engineering - Software,1136010,nib health funds limited
409,Senior Data Analyst,data-analyst,First People Recruitment Solutions,,Full time,False,2024-06-25T02:36:58Z,False,True,Canberra,Canberra ACT 2600,1210,Government & Defence,1409,Government - Federal,46648913,First People Recruitment Solutions
410,Senior Analyst,analyst,WA Health,"HSO Level G8 $124,516 - $128,795",Full time,False,2024-07-09T07:23:59Z,False,False,Nedlands,Nedlands WA 6009,6281,Information & Communication Technology,6283,Business/Systems Analysts,23912788,WA Health
411,Data Analytic Lead,analytics-lead,Wodonga Institute of TAFE,"$118,182 per year + Super",Full time,False,2024-06-28T07:03:42Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6286,Database Development & Administration,20948533,Wodonga Institute of TAFE
412,Data Engineer,data-engineer,Sense Recruitment,,Contract/Temp,False,2024-06-18T09:11:26Z,False,True,Perth,Perth WA 6000,6281,Information & Communication Technology,6290,Engineering - Software,22998933,Sense Recruitment
413,Data Scientist (Azure) - (NV1),data-scientist,Capgemini,,Full time,False,2024-06-16T22:36:42Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6287,Developers/Programmers,14025083,Capgemini Australia Pty Ltd
414,Data Architect,data-architect,Talent International,,Contract/Temp,False,2024-07-08T23:10:07Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6282,Architects,23607543,"Talent – Specialists in tech, transformation & beyond"
415,Financial Data Analyst,data-analyst,HorizonOne Recruitment,$90k - $105k + 15.4%,Full time,False,2024-07-05T04:12:06Z,False,False,Canberra,Canberra ACT 2600,1200,Accounting,6143,Analysis & Reporting,23444011,HorizonOne Recruitment
416,Business Intelligence Developer,business-intelligence-developer,Karlka Recruiting Group,$851.28 - 913.94 per day + super,Contract/Temp,False,2024-07-08T23:15:29Z,False,True,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6283,Business/Systems Analysts,34080570,Karlka Recruiting Group
417,Data Engineer,data-engineer,RACWA,,Full time,False,2024-06-26T08:01:29Z,False,True,West Perth,West Perth WA 6005,6281,Information & Communication Technology,6287,Developers/Programmers,55506641,RACWA
418,Senior Analyst - External Audit - ASX Listed - Sydney,external-auditor,Deloitte,Great Salary + Benefits + Discounts on Offer,Full time,False,2024-07-15T01:17:03Z,True,True,Sydney,Sydney NSW 2000,1200,Accounting,6144,Audit - External,26734030,Deloitte
419,Supply Chain Analyst,supply-chain-analyst,Multigate Medical Products,,Full time,False,2024-06-28T06:42:40Z,True,True,Villawood,Villawood NSW 2163,6092,"Manufacturing, Transport & Logistics",6095,Analysis & Reporting,33823376,Multigate
420,Lead BI & Data Integration Analyst,Data-Integration-Analyst,Gallagher AU,,Full time,False,2024-06-27T07:08:31Z,False,True,East Melbourne,East Melbourne VIC 3002,6281,Information & Communication Technology,6283,Business/Systems Analysts,38214466,Gallagher AU
421,Senior Data Engineer,data-engineer,KFC,,Full time,False,2024-06-19T02:58:30Z,False,True,Frenchs Forest,Frenchs Forest NSW 2086,6281,Information & Communication Technology,6290,Engineering - Software,32731209,KFC Australia
422,Power BI Developer,power-bi-developer,Robert Half,$55 - $60 p.h. + superannuation,Contract/Temp,False,2024-06-25T06:43:06Z,False,False,Malaga,Malaga WA 6090,6281,Information & Communication Technology,6287,Developers/Programmers,26137206,Robert Half
423,Data Lead,data-lead,HCLTech,,Contract/Temp,False,2024-07-09T10:33:20Z,False,False,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6286,Database Development & Administration,25038674,HCL Australia Services Pty Ltd
424,Data Scientist - Hawthorn East,data-scientist,Coles Group,,Full time,False,2024-07-04T07:15:16Z,False,False,Hawthorn East,Hawthorn East VIC 3123,6281,Information & Communication Technology,6303,Other,21742758,Coles
425,Data Scientist,data-scientist,Technology People,,Full time,False,2024-06-29T02:23:56Z,False,False,Sydney,Sydney NSW 2000,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",33039528,Technology People
426,2 x Machine Learning Engineers - Australian Institute for Machine Learning,machine-learning-engineer,The University of Adelaide,,Contract/Temp,False,2024-07-15T03:05:22Z,False,True,Adelaide,Adelaide SA 5000,6281,Information & Communication Technology,6287,Developers/Programmers,661354,The University of Adelaide
427,Senior Data Engineer,data-engineer,Mater Group,,Full time,False,2024-07-04T04:01:14Z,False,True,Newstead,Newstead QLD 4006,6281,Information & Communication Technology,6290,Engineering - Software,20898315,Mater Group
428,"Technical Business Analyst (Data) - Banking - Up to $150,000",technical-business-analyst,Halcyon Knights,AUD 145000 - 150000 per annum,Full time,False,2024-07-10T08:24:18Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6283,Business/Systems Analysts,22319711,Halcyon Knights Pty Ltd
429,Senior Power BI Developer,power-bi-developer,Ambrose Construct Group,,Full time,False,2024-07-07T23:21:15Z,False,True,Kunda Park,Kunda Park QLD 4556,6281,Information & Communication Technology,6287,Developers/Programmers,26577544,Ambrose Construct Group Pty Ltd
430,Data Engineer - Mid-Level,data-engineer,FourQuarters Recruitment,,Contract/Temp,False,2024-07-05T06:26:35Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6303,Other,26475017,FourQuarters Recruitment
431,Data Engineer,data-engineer,NSW Department of Customer Service,$106025 - $117363 p.a. + super,Full time,False,2024-06-19T08:47:35Z,False,False,Sydney,Sydney NSW 2000,1210,Government & Defence,1411,Government - State,41355415,NSW Department of Customer Service
432,Data Manager,data-manager,Kinexus,,Contract/Temp,False,2024-07-12T07:02:05Z,False,False,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6283,Business/Systems Analysts,30140439,Kinexus
433,Population Health Data Analyst,data-analyst,South Eastern Melbourne Primary Health Network,,Full time,False,2024-07-08T06:21:50Z,False,True,Heatherton,Heatherton VIC 3202,1211,Healthcare & Medical,6355,Other,27700205,South Eastern Melbourne Primary Health Network
434,Senior Data Governance Specialist,data-governance-specialist,,"$150,000 – $180,000 per year + Super + Benefits",Full time,False,2024-06-20T23:52:43Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6287,Developers/Programmers,45700896,Codex Consulting
435,Data and BI Engineer,engineer,Hungry Jacks,,Full time,False,2024-06-26T03:54:20Z,False,True,Woolloomooloo,Woolloomooloo NSW 2011,6281,Information & Communication Technology,6286,Database Development & Administration,20621884,Hungry Jack's Pty Ltd
436,Senior Data Analyst,data-analyst,TrooCoo,,Contract/Temp,False,2024-06-27T05:29:11Z,False,True,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6286,Database Development & Administration,36983305,Troocoo
437,2 x Data Engineers (Azure) - 12 + 12 + 12 Months Contract,data-engineer,,"$125+ per hour. (Lowest Fee, 100% Transparent)",Contract/Temp,False,2024-07-11T06:33:39Z,False,True,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6290,Engineering - Software,55410931,SKILL'D People
438,Data and Insights Manager,insights-manager,Sharp and Carter,,Full time,False,2024-07-12T07:48:38Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6292,Management,38334540,Sharp & Carter Digital and Technology
439,Business Analyst,business-analyst,Elysium Digital,,Full time,False,2024-07-10T04:04:33Z,False,True,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6283,Business/Systems Analysts,47731415,Elysium Digital
440,FP&A Junior Analyst,financial-planning-and-analysis-analyst,,"$90,000 – $110,000 per year",Full time,True,2024-07-12T06:52:42Z,True,True,Sydney,Sydney NSW 2000,1200,Accounting,6143,Analysis & Reporting,,Private Advertiser
441,Senior Financial Analyst,financial-analyst,Royal Flying Doctor Service,"Not-for-profit tax-free benefits up to $18 ,550",Full time,False,2024-07-12T05:58:46Z,True,True,Brisbane,Brisbane QLD 4000,1200,Accounting,6143,Analysis & Reporting,6309502,Royal Flying Doctor Service QLD
442,Business Intelligence Developer  (Power BI),business-intelligence-developer,Dynamo Recruitment,,Full time,False,2024-07-12T02:24:19Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6287,Developers/Programmers,23079216,Dynamo Recruitment
443,Senior Data Analyst,data-analyst,Talent Insights Group,,Contract/Temp,False,2024-06-18T03:18:33Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6303,Other,37079664,Talent Insights Group Pty Ltd
444,Power BI Developer,power-bi-developer,Randstad,$600 - $950 p.d.,Contract/Temp,False,2024-07-09T06:23:50Z,False,False,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6303,Other,26537413,Randstad Digital
445,"Technical Business Analyst - Data, Process and Business",technical-business-analyst,Adaps IT,Rate ranges from $800 to $860/day incl super,Contract/Temp,False,2024-06-20T08:50:44Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6283,Business/Systems Analysts,26375838,Adaps IT
446,Data Engineer,data-engineer,Hydrogen Group,$700 - $800 p.d.,Contract/Temp,False,2024-07-05T04:54:33Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6286,Database Development & Administration,22081129,Hydrogen Group Pty Ltd
447,Data Administrator,data-administrator,EFM Logistics,,Full time,False,2024-07-11T06:49:54Z,False,True,Moorabbin,Moorabbin VIC 3189,1203,Banking & Financial Services,6175,Analysis & Reporting,27633302,efm Logistics Pty Ltd
448,"HR Systems, Data and Reporting Analyst (357944)",data-and-reporting-analyst,Department of Justice TAS,"$105,921 to $119,801 per annum + superannuation",Full time,False,2024-07-09T22:45:35Z,False,True,Hobart,Hobart TAS 7000,6317,Human Resources & Recruitment,6328,Other,35272590,Department of Justice
449,Data Engineer,data-engineer,ACM Recruitment,Competitive,Contract/Temp,False,2024-07-05T05:57:05Z,False,False,Capital Hill,Capital Hill ACT 2600,6281,Information & Communication Technology,6286,Database Development & Administration,32234090,ACM Recruitment
450,2024/25 Institutional Summer Internship,,ANZ,,Contract/Temp,False,2024-06-18T10:02:24Z,False,True,Adelaide,Adelaide SA 5000,1203,Banking & Financial Services,6178,Banking - Corporate & Institutional,55375716,ANZ Banking group
451,Senior Data Analyst - Investment Data Management,investment-analyst,HESTA Super Fund,,Full time,False,2024-06-23T23:55:26Z,False,True,Melbourne,Melbourne VIC 3000,1203,Banking & Financial Services,6175,Analysis & Reporting,20366944,HESTA Super Fund
452,Business Analyst - Infra/Cyber,business-analyst,Randstad,,Contract/Temp,False,2024-06-26T05:04:41Z,False,False,Adelaide,Adelaide SA 5000,6281,Information & Communication Technology,6283,Business/Systems Analysts,26537413,Randstad Digital
453,Data Engineer/Informatica Specialist,informatica-specialist,,$90 – $110 per hour,Contract/Temp,False,2024-07-02T13:49:26Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6287,Developers/Programmers,43785629,KinetIQ
454,Data Engineer,data-engineer,U&U Recruitment Partners,,Full time,False,2024-06-24T07:23:04Z,False,True,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6290,Engineering - Software,25421433,u&u. Recruitment Partners
455,Senior Business Intelligence (BI) Developer - ieMR Project,business-intelligence-developer,Metro North Hospital & Health Service,$117 824 - $126 212 p.a,Full time,False,2024-06-25T05:00:21Z,False,True,Fortitude Valley,Fortitude Valley QLD 4006,6281,Information & Communication Technology,6287,Developers/Programmers,32285249,Metro North Hospital & Health Service
456,Identity Management Data Engineer,data-engineer,Paxus,Weekly pay + Hybrid role,Contract/Temp,False,2024-07-04T06:54:24Z,False,False,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6290,Engineering - Software,2684,Paxus
457,Audit Manager - Data Analytics,data-analytics-manager,Ethos BeathChapman,$130k-$150k + super,Full time,False,2024-07-02T00:47:05Z,False,False,Sydney,Sydney NSW 2000,1200,Accounting,6159,Systems Accounting & IT Audit,20361318,Ethos BeathChapman
458,Business Intelligence Officer,business-intelligence-officer,Australian Department of Defence,"$83,706 - $89,659 (APS 5) + Super",Full time,False,2024-07-14T23:56:43Z,False,True,Duntroon,Duntroon ACT 2600,1210,Government & Defence,1409,Government - Federal,3561584,Department of Defence
459,Data Engineer,data-engineer,OnTalent,,Full time,False,2024-06-18T06:18:14Z,False,True,,,6281,Information & Communication Technology,6290,Engineering - Software,25418595,OnTalent Pty Ltd
460,Business Intelligence Developer (Tableau),business-intelligence-developer,Bluefin Resources,$800 - $970 p.d (including super),Full time,False,2024-06-24T03:30:57Z,False,False,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6286,Database Development & Administration,27705684,Bluefin Resources Pty Limited
461,Senior Data Analyst,data-analyst,FourQuarters Recruitment,,Full time,False,2024-06-17T01:37:30Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6283,Business/Systems Analysts,26475017,FourQuarters Recruitment
462,Data Entry Assistant,data-entry-assistant,,,Casual/Vacation,False,2024-07-02T00:09:05Z,True,True,Notting Hill,Notting Hill VIC 3168,6251,Administration & Office Support,6255,Data Entry & Word Processing,26667237,Waverley Social Enterprises
463,Enterprise Service Engineer,services-engineer,Robert Walters,Attractive salary package,Full time,False,2024-07-05T02:11:16Z,True,True,Adelaide,Adelaide SA 5000,6281,Information & Communication Technology,6289,Engineering - Network,45640348,Robert Walters
464,Data Architect,data-architect,Murdoch Childrens Research Institute,"$118,000 - $127,000",Full time,False,2024-06-27T00:05:21Z,False,True,Parkville,Parkville VIC 3052,6281,Information & Communication Technology,6282,Architects,20759263,Murdoch Childrens Research Institute
465,Data and Applications Support,application-support,Cancer Council Queensland,,Full time,False,2024-07-01T03:10:08Z,False,True,Fortitude Valley,Fortitude Valley QLD 4006,6281,Information & Communication Technology,6286,Database Development & Administration,17197586,Cancer Council Queensland
466,Data Engineer,data-engineer,SustainAbility Consulting,"Up to $140,000 + Super",Full time,False,2024-06-21T00:49:23Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6286,Database Development & Administration,34426961,SustainRecruit
