,type,label,alias
41726,Referenceable Experience,Joinery,builder
41727,Referenceable Experience,Commercial Construction,builder
41728,Referenceable Experience,Customer Service,builder
41729,Observable Attributes,Self Motivation,builder
41730,Observable Attributes,Time Management,builder
41731,Observable Attributes,Communication Skills,builder
41732,Verifiable Attainments,Forklift Licence,builder
41733,Observable Attributes,Autonomy,builder
41734,Observable Attributes,Willingness to Learn,builder
41735,Observable Attributes,Organised,builder
41736,Verifiable Attainments,Drivers Licence,builder
41737,Observable Attributes,Problem Solving,builder
41738,Observable Attributes,Resilience,builder
41739,Observable Attributes,Thoroughness,builder
41740,Observable Attributes,Computer Literacy,builder
41741,Referenceable Experience,Fault Finding,appliance-technician
41742,Verifiable Attainments,A Grade Electrical Licence,appliance-technician
41743,Referenceable Experience,Refrigeration,appliance-technician
41744,Observable Attributes,Neat Personal Presentation,appliance-technician
41745,Verifiable Attainments,Refrigerant Handling Licence,appliance-technician
41746,Observable Attributes,Proactive Attitude,appliance-technician
41747,Referenceable Experience,Customer Service,appliance-technician
41748,Referenceable Experience,Service Industry,appliance-technician
41749,Referenceable Experience,Wiring,appliance-technician
41750,Verifiable Attainments,Australian Drivers Licence,appliance-technician
41751,Referenceable Experience,Installation,appliance-technician
41752,Observable Attributes,Autonomy,appliance-technician
41753,Referenceable Experience,Troubleshooting,appliance-technician
41754,Observable Attributes,Communication Skills,appliance-technician
41755,Verifiable Attainments,Forklift Licence,appliance-technician
41756,Observable Attributes,Problem Solving,appliance-technician
41757,Observable Attributes,Computer Literacy,appliance-technician
41758,Observable Attributes,Time Management,appliance-technician
41759,Referenceable Experience,Automotive Electrical Technology,forklift-technician
41760,Referenceable Experience,Heavy Machinery,forklift-technician
41761,Referenceable Experience,Mobile Plant,forklift-technician
41762,Referenceable Experience,Diesel Mechanics,forklift-technician
41763,Referenceable Experience,Light Vehicle Automotive,forklift-technician
41764,Referenceable Experience,Hydraulics,forklift-technician
41765,Verifiable Attainments,Drivers Licence,forklift-technician
41766,Referenceable Experience,Field Service,forklift-technician
41767,Observable Attributes,Self Motivation,forklift-technician
41768,Observable Attributes,Written Communication,forklift-technician
41769,Observable Attributes,Autonomy,forklift-technician
41770,Observable Attributes,Team Work,forklift-technician
41771,Observable Attributes,Time Management,forklift-technician
41772,Observable Attributes,Communication Skills,forklift-technician
41773,Referenceable Experience,Cosmetic Dermal Science,beauty-therapist
41774,Referenceable Experience,Beauty Therapies,beauty-therapist
41775,Referenceable Experience,Waxing,beauty-therapist
41776,Referenceable Experience,Eyelash Extensions,beauty-therapist
41777,Observable Attributes,Neat Personal Presentation,beauty-therapist
41778,Referenceable Experience,Skin Care,beauty-therapist
41779,Referenceable Experience,Customer Service,beauty-therapist
41780,Observable Attributes,Willingness to Learn,beauty-therapist
41781,Observable Attributes,Communication Skills,beauty-therapist
41782,Observable Attributes,Organised,beauty-therapist
41783,Observable Attributes,Time Management,beauty-therapist
41784,Referenceable Experience,Hairdressing,hairdresser
41785,Observable Attributes,Neat Personal Presentation,hairdresser
41786,Referenceable Experience,Styling,hairdresser
41787,Referenceable Experience,Customer Service,hairdresser
41788,Observable Attributes,Willingness to Learn,hairdresser
41789,Observable Attributes,Communication Skills,hairdresser
41790,Observable Attributes,Team Work,hairdresser
41791,Observable Attributes,Resilience,hairdresser
41792,Observable Attributes,Time Management,hairdresser
41793,Referenceable Experience,Cabinet Making,cabinetmaker
41794,Referenceable Experience,Joinery,cabinetmaker
41795,Verifiable Attainments,Construction Induction White Card,cabinetmaker
41796,Referenceable Experience,Shopfitting,cabinetmaker
41797,Referenceable Experience,Understand Construction Drawings,cabinetmaker
41798,Observable Attributes,Punctual,cabinetmaker
41799,Referenceable Experience,Installation,cabinetmaker
41800,Verifiable Attainments,Drivers Licence,cabinetmaker
41801,Referenceable Experience,Using Hand Tools,cabinetmaker
41802,Observable Attributes,Thoroughness,cabinetmaker
41803,Observable Attributes,Autonomy,cabinetmaker
41804,Verifiable Attainments,Forklift Licence,cabinetmaker
41805,Observable Attributes,Willingness to Learn,cabinetmaker
41806,Observable Attributes,Ability to Follow Direction,cabinetmaker
41807,Observable Attributes,Team Work,cabinetmaker
41808,Observable Attributes,Self Motivation,cabinetmaker
41809,Observable Attributes,Proactive Attitude,cabinetmaker
41810,Observable Attributes,Problem Solving,cabinetmaker
41811,Observable Attributes,Communication Skills,cabinetmaker
41812,Observable Attributes,Time Management,cabinetmaker
41813,Observable Attributes,Respectful,pool-and-spa-technician
41814,Verifiable Attainments,Full Drivers Licence,pool-and-spa-technician
41815,Referenceable Experience,Workplace Health and Safety,pool-and-spa-technician
41816,Observable Attributes,Neat Personal Presentation,pool-and-spa-technician
41817,Observable Attributes,Quick Thinking,pool-and-spa-technician
41818,Observable Attributes,Resilience,pool-and-spa-technician
41819,Referenceable Experience,Customer Service,pool-and-spa-technician
41820,Observable Attributes,Proactive Attitude,pool-and-spa-technician
41821,Observable Attributes,Ability to Follow Direction,pool-and-spa-technician
41822,Verifiable Attainments,NSW Drivers Licence,pool-and-spa-technician
41823,Observable Attributes,Punctual,pool-and-spa-technician
41824,Observable Attributes,Communication Skills,pool-and-spa-technician
41825,Observable Attributes,Team Work,pool-and-spa-technician
41826,Observable Attributes,Thoroughness,pool-and-spa-technician
41827,Observable Attributes,Problem Solving,pool-and-spa-technician
41828,Observable Attributes,Autonomy,pool-and-spa-technician
41829,Observable Attributes,Time Management,pool-and-spa-technician
41830,Referenceable Experience,Vehicle Detailing,car-detailer
41831,Verifiable Attainments,Drivers Licence,car-detailer
41832,Observable Attributes,Professionalism,car-detailer
41833,Observable Attributes,Ability to Follow Direction,car-detailer
41834,Referenceable Experience,Automotive Industry,car-detailer
41835,Observable Attributes,Self Motivation,car-detailer
41836,Observable Attributes,Autonomy,car-detailer
41837,Observable Attributes,Thoroughness,car-detailer
41838,Observable Attributes,Neat Personal Presentation,car-detailer
41839,Observable Attributes,Punctual,car-detailer
41840,Observable Attributes,Time Management,car-detailer
41841,Observable Attributes,Team Work,car-detailer
41842,Observable Attributes,Ability to Work At A Fast Pace,car-detailer
41843,Observable Attributes,Communication Skills,car-detailer
41844,Observable Attributes,Resilience,car-detailer
41845,Observable Attributes,Willingness to Learn,car-detailer
41846,Observable Attributes,Organised,car-detailer
41847,Referenceable Experience,Customer Service,car-detailer
41848,Verifiable Attainments,Mechanical Trade,tool-technician
41849,Referenceable Experience,Using Power Tools,tool-technician
41850,Referenceable Experience,Customer Service,tool-technician
41851,Verifiable Attainments,Drivers Licence,tool-technician
41852,Observable Attributes,Autonomy,tool-technician
41853,Observable Attributes,Time Management,tool-technician
41854,Observable Attributes,Communication Skills,tool-technician
41855,Referenceable Experience,Turf,greenkeeper
41856,Referenceable Experience,Turf Management,greenkeeper
41857,Referenceable Experience,Greenkeeping,greenkeeper
41858,Referenceable Experience,Irrigation,greenkeeper
41859,Referenceable Experience,Turf Maintenance,greenkeeper
41860,Referenceable Experience,Golf Course Maintenance,greenkeeper
41861,Referenceable Experience,Horticulture,greenkeeper
41862,Observable Attributes,Self Motivation,greenkeeper
41863,Verifiable Attainments,Drivers Licence,greenkeeper
41864,Referenceable Experience,People Management,greenkeeper
41865,Observable Attributes,Thoroughness,greenkeeper
41866,Referenceable Experience,Workplace Health and Safety,greenkeeper
41867,Observable Attributes,Team Work,greenkeeper
41868,Observable Attributes,Autonomy,greenkeeper
41869,Referenceable Experience,Working with Children,greenkeeper
41870,Observable Attributes,Willingness to Learn,greenkeeper
41871,Verifiable Attainments,Construction Induction White Card,greenkeeper
41872,Observable Attributes,Communication Skills,greenkeeper
41873,Observable Attributes,Time Management,greenkeeper
41874,Referenceable Experience,Automotive Mechanics,automotive-mechanic
41875,Referenceable Experience,Light Vehicle Automotive,automotive-mechanic
41876,Observable Attributes,Punctual,automotive-mechanic
41877,Observable Attributes,Self Motivation,automotive-mechanic
41878,Referenceable Experience,Automotive Industry,automotive-mechanic
41879,Referenceable Experience,Hydraulics,automotive-mechanic
41880,Referenceable Experience,Fault Finding,automotive-mechanic
41881,Verifiable Attainments,Drivers Licence,automotive-mechanic
41882,Verifiable Attainments,Mechanical Trade,automotive-mechanic
41883,Observable Attributes,Team Work,automotive-mechanic
41884,Referenceable Experience,Customer Service,automotive-mechanic
41885,Observable Attributes,Autonomy,automotive-mechanic
41886,Observable Attributes,Willingness to Learn,automotive-mechanic
41887,Observable Attributes,Thoroughness,automotive-mechanic
41888,Observable Attributes,Resilience,automotive-mechanic
41889,Observable Attributes,Communication Skills,automotive-mechanic
41890,Observable Attributes,Neat Personal Presentation,automotive-mechanic
41891,Observable Attributes,Time Management,automotive-mechanic
41892,Observable Attributes,Problem Solving,automotive-mechanic
41893,Observable Attributes,Computer Literacy,automotive-mechanic
41894,Verifiable Attainments,Excavator Licence,layer
41895,Referenceable Experience,First Aid,layer
41896,Referenceable Experience,Civil Construction,layer
41897,Verifiable Attainments,Australian MR Licence,layer
41898,Verifiable Attainments,Construction Induction White Card,layer
41899,Observable Attributes,Team Work,layer
41900,Observable Attributes,Ability to Follow Direction,layer
41901,Observable Attributes,Punctual,layer
41902,Observable Attributes,Resilience,layer
41903,Verifiable Attainments,Drivers Licence,layer
41904,Observable Attributes,Willingness to Learn,layer
41905,Observable Attributes,Communication Skills,layer
41906,Referenceable Experience,Butchery,butcher
41907,Referenceable Experience,Safety Standards,butcher
41908,Referenceable Experience,Portion Cutting,butcher
41909,Referenceable Experience,Knife Skills,butcher
41910,Referenceable Experience,Meat Processing,butcher
41911,Referenceable Experience,Retail Industry,butcher
41912,Referenceable Experience,Customer Service,butcher
41913,Observable Attributes,Neat Personal Presentation,butcher
41914,Referenceable Experience,Workplace Health and Safety,butcher
41915,Referenceable Experience,Retail,butcher
41916,Observable Attributes,Ability to Work At A Fast Pace,butcher
41917,Observable Attributes,Team Work,butcher
41918,Observable Attributes,Self Motivation,butcher
41919,Observable Attributes,Punctual,butcher
41920,Observable Attributes,Willingness to Learn,butcher
41921,Observable Attributes,Communication Skills,butcher
41922,Observable Attributes,Resilience,butcher
41923,Observable Attributes,Autonomy,butcher
41924,Referenceable Experience,Pest Control,pest-technician
41925,Referenceable Experience,Pest Management,pest-technician
41926,Observable Attributes,Neat Personal Presentation,pest-technician
41927,Referenceable Experience,Customer Service,pest-technician
41928,Observable Attributes,Curiosity,pest-technician
41929,Observable Attributes,Self Motivation,pest-technician
41930,Verifiable Attainments,Australian Drivers Licence,pest-technician
41931,Observable Attributes,Problem Solving,pest-technician
41932,Observable Attributes,Team Work,pest-technician
41933,Observable Attributes,Autonomy,pest-technician
41934,Observable Attributes,Time Management,pest-technician
41935,Observable Attributes,Written Communication,pest-technician
41936,Observable Attributes,Communication Skills,pest-technician
41937,Referenceable Experience,Tyre Fitting,tyre-technician
41938,Referenceable Experience,LR Vehicle,tyre-technician
41939,Verifiable Attainments,Heavy Vehicle Licence,tyre-technician
41940,Referenceable Experience,Automotive Mechanics,tyre-technician
41941,Referenceable Experience,Puncture Repair,tyre-technician
41942,Referenceable Experience,Site Safety,tyre-technician
41943,Referenceable Experience,Customer Service,tyre-technician
41944,Observable Attributes,Autonomy,tyre-technician
41945,Referenceable Experience,Customer Handling,tyre-technician
41946,Verifiable Attainments,Australian Drivers Licence,tyre-technician
41947,Referenceable Experience,Mine Site Experience,tyre-technician
41948,Observable Attributes,Problem Solving,tyre-technician
41949,Observable Attributes,Mature Thinking,tyre-technician
41950,Observable Attributes,Time Management,tyre-technician
41951,Referenceable Experience,Safety Awareness,tyre-technician
41952,Referenceable Experience,Learning and Development,tyre-technician
41953,Verifiable Attainments,Australian HR Licence,tyre-technician
41954,Verifiable Attainments,Forklift Licence,tyre-technician
41955,Observable Attributes,Willingness to Learn,tyre-technician
41956,Observable Attributes,Proactive Attitude,tyre-technician
41957,Referenceable Experience,Roof Plumbing,roof-plumber
41958,Referenceable Experience,Roofing,roof-plumber
41959,Verifiable Attainments,Construction Induction White Card,roof-plumber
41960,Referenceable Experience,Working At Heights,roof-plumber
41961,Verifiable Attainments,Work Safety At Heights Ticket,roof-plumber
41962,Referenceable Experience,Cladding,roof-plumber
41963,Observable Attributes,Willingness to Learn,roof-plumber
41964,Verifiable Attainments,EWP Licence,roof-plumber
41965,Verifiable Attainments,Drivers Licence,roof-plumber
41966,Referenceable Experience,Installation,roof-plumber
41967,Observable Attributes,Proactive Attitude,roof-plumber
41968,Observable Attributes,Punctual,roof-plumber
41969,Observable Attributes,Team Work,roof-plumber
41970,Observable Attributes,Ability to Follow Direction,roof-plumber
41971,Observable Attributes,Self Motivation,roof-plumber
41972,Observable Attributes,Thoroughness,roof-plumber
41973,Observable Attributes,Resilience,roof-plumber
41974,Observable Attributes,Problem Solving,roof-plumber
41975,Observable Attributes,Communication Skills,roof-plumber
41976,Referenceable Experience,Customer Service,roof-plumber
41977,Referenceable Experience,Tiling,tiler
41978,Referenceable Experience,Grouting,tiler
41979,Verifiable Attainments,Construction Induction White Card,tiler
41980,Observable Attributes,Professionalism,tiler
41981,Referenceable Experience,Waterproofing,tiler
41982,Verifiable Attainments,Drivers Licence,tiler
41983,Referenceable Experience,Client Communication,tiler
41984,Observable Attributes,Hard Working,tiler
41985,Observable Attributes,Thoroughness,tiler
41986,Observable Attributes,Autonomy,tiler
41987,Observable Attributes,Problem Solving,tiler
41988,Observable Attributes,Communication Skills,tiler
41989,Observable Attributes,Willingness to Learn,tiler
41990,Observable Attributes,Self Motivation,tiler
41991,Observable Attributes,Time Management,tiler
41992,Referenceable Experience,Customer Service,tiler
41993,Observable Attributes,Resilience,tiler
41994,Referenceable Experience,Air Conditioning,air-conditioning-technician
41995,Referenceable Experience,Refrigeration,air-conditioning-technician
41996,Verifiable Attainments,Refrigerant Handling Licence,air-conditioning-technician
41997,Referenceable Experience,Fault Finding,air-conditioning-technician
41998,Verifiable Attainments,Construction Induction White Card,air-conditioning-technician
41999,Referenceable Experience,HVAC Systems,air-conditioning-technician
42000,Verifiable Attainments,Restricted Electrical Licence,air-conditioning-technician
42001,Referenceable Experience,Air Conditioning Systems,air-conditioning-technician
42002,Verifiable Attainments,Drivers Licence,air-conditioning-technician
42003,Referenceable Experience,Working At Heights,air-conditioning-technician
42004,Observable Attributes,Autonomy,air-conditioning-technician
42005,Referenceable Experience,Customer Service,air-conditioning-technician
42006,Observable Attributes,Punctual,air-conditioning-technician
42007,Observable Attributes,Self Motivation,air-conditioning-technician
42008,Observable Attributes,Communication Skills,air-conditioning-technician
42009,Observable Attributes,Time Management,air-conditioning-technician
42010,Observable Attributes,Problem Solving,air-conditioning-technician
42011,Observable Attributes,Team Work,air-conditioning-technician
42012,Observable Attributes,Neat Personal Presentation,air-conditioning-technician
42013,Observable Attributes,Willingness to Learn,air-conditioning-technician
42014,Referenceable Experience,Security Systems,security-system-technician
42015,Referenceable Experience,Security Systems Installation,security-system-technician
42016,Referenceable Experience,Closed Circuit Television,security-system-technician
42017,Referenceable Experience,Access Control,security-system-technician
42018,Referenceable Experience,Control Systems,security-system-technician
42019,Verifiable Attainments,Security Licence,security-system-technician
42020,Referenceable Experience,Electronic Equipment,security-system-technician
42021,Verifiable Attainments,Australian Drivers Licence,security-system-technician
42022,Referenceable Experience,CCTV Installation,security-system-technician
42023,Verifiable Attainments,Construction Induction White Card,security-system-technician
42024,Observable Attributes,Technical Aptitude,security-system-technician
42025,Verifiable Attainments,Cabling Licence,security-system-technician
42026,Referenceable Experience,Customer Service,security-system-technician
42027,Referenceable Experience,Fault Finding,security-system-technician
42028,Observable Attributes,Problem Solving,security-system-technician
42029,Referenceable Experience,Switching,security-system-technician
42030,Referenceable Experience,TCP/IP,security-system-technician
42031,Referenceable Experience,Diagramming,security-system-technician
42032,Referenceable Experience,Troubleshooting,security-system-technician
42033,Referenceable Experience,Commissioning,security-system-technician
42034,Referenceable Experience,Locksmithing,locksmith
42035,Verifiable Attainments,Security Licence,locksmith
42036,Referenceable Experience,Customer Service,locksmith
42037,Referenceable Experience,Access Control,locksmith
42038,Verifiable Attainments,Drivers Licence,locksmith
42039,Observable Attributes,Willingness to Learn,locksmith
42040,Observable Attributes,Punctual,locksmith
42041,Observable Attributes,Neat Personal Presentation,locksmith
42042,Observable Attributes,Communication Skills,locksmith
42043,Verifiable Attainments,Construction Induction White Card,locksmith
42044,Observable Attributes,Problem Solving,locksmith
42045,Observable Attributes,Ability to Follow Direction,locksmith
42046,Observable Attributes,Autonomy,locksmith
42047,Observable Attributes,Team Work,locksmith
42048,Observable Attributes,Resilience,locksmith
42049,Observable Attributes,Computer Literacy,locksmith
42050,Observable Attributes,Time Management,locksmith
42051,Referenceable Experience,Plastering,plasterer
42052,Verifiable Attainments,Construction Induction White Card,plasterer
42053,Referenceable Experience,Working At Heights,plasterer
42054,Verifiable Attainments,Drivers Licence,plasterer
42055,Observable Attributes,Ability to Follow Direction,plasterer
42056,Observable Attributes,Punctual,plasterer
42057,Observable Attributes,Willingness to Learn,plasterer
42058,Observable Attributes,Self Motivation,plasterer
42059,Observable Attributes,Team Work,plasterer
42060,Observable Attributes,Resilience,plasterer
42061,Observable Attributes,Autonomy,plasterer
42062,Observable Attributes,Thoroughness,plasterer
42063,Observable Attributes,Communication Skills,plasterer
42064,Observable Attributes,Problem Solving,plasterer
42065,Observable Attributes,Time Management,plasterer
42066,Verifiable Attainments,Construction Induction White Card,plumber
42067,Verifiable Attainments,Plumbing Licence,plumber
42068,Referenceable Experience,Maintenance Plumbing,plumber
42069,Referenceable Experience,Gas Fitting,plumber
42070,Referenceable Experience,Drainage,plumber
42071,Verifiable Attainments,Drivers Licence,plumber
42072,Referenceable Experience,Working At Heights,plumber
42073,Observable Attributes,Willingness to Learn,plumber
42074,Observable Attributes,Punctual,plumber
42075,Observable Attributes,Autonomy,plumber
42076,Observable Attributes,Self Motivation,plumber
42077,Observable Attributes,Neat Personal Presentation,plumber
42078,Referenceable Experience,Customer Service,plumber
42079,Observable Attributes,Team Work,plumber
42080,Observable Attributes,Communication Skills,plumber
42081,Observable Attributes,Problem Solving,plumber
42082,Observable Attributes,Resilience,plumber
42083,Observable Attributes,Time Management,plumber
42084,Verifiable Attainments,Security Licence,security-guard
42085,Referenceable Experience,Security Operations,security-guard
42086,Verifiable Attainments,First Aid Certificate,security-guard
42087,Referenceable Experience,Crowd Control,security-guard
42088,Verifiable Attainments,Responsible Service of Alcohol Certificate,security-guard
42089,Referenceable Experience,First Aid,security-guard
42090,Referenceable Experience,Report Writing,security-guard
42091,Observable Attributes,Neat Personal Presentation,security-guard
42092,Referenceable Experience,Customer Service,security-guard
42093,Referenceable Experience,Professional Writing,security-guard
42094,Referenceable Experience,Conflict Resolution,security-guard
42095,Observable Attributes,Communication Skills,security-guard
42096,Observable Attributes,Autonomy,security-guard
42097,Verifiable Attainments,Drivers Licence,security-guard
42098,Observable Attributes,Computer Literacy,security-guard
42099,Observable Attributes,Written Communication,security-guard
42100,Referenceable Experience,Formwork,formwork-carpenter
42101,Referenceable Experience,Formwork Carpentry,formwork-carpenter
42102,Verifiable Attainments,Construction Induction White Card,formwork-carpenter
42103,Referenceable Experience,Carpentry,formwork-carpenter
42104,Referenceable Experience,Concreting,formwork-carpenter
42105,Referenceable Experience,Steel Fixing,formwork-carpenter
42106,Referenceable Experience,Civil Construction,formwork-carpenter
42107,Referenceable Experience,Building Construction,formwork-carpenter
42108,Referenceable Experience,Understand Construction Drawings,formwork-carpenter
42109,Referenceable Experience,Working At Heights,formwork-carpenter
42110,Referenceable Experience,Precasting,formwork-carpenter
42111,Verifiable Attainments,Drivers Licence,formwork-carpenter
42112,Referenceable Experience,Workplace Health and Safety,formwork-carpenter
42113,Observable Attributes,Ability to Follow Direction,formwork-carpenter
42114,Observable Attributes,Proactive Attitude,formwork-carpenter
42115,Observable Attributes,Team Work,formwork-carpenter
42116,Observable Attributes,Self Motivation,formwork-carpenter
42117,Observable Attributes,Autonomy,formwork-carpenter
42118,Observable Attributes,Resilience,formwork-carpenter
42119,Observable Attributes,Communication Skills,formwork-carpenter
42120,Referenceable Experience,Toolmaking,toolmaker
42121,Referenceable Experience,Plastics Injection Moulding,toolmaker
42122,Referenceable Experience,Machine Tools,toolmaker
42123,Referenceable Experience,Injection Moulding,toolmaker
42124,Referenceable Experience,Production Process,toolmaker
42125,Referenceable Experience,Understand Technical Drawings,toolmaker
42126,Referenceable Experience,Machining,toolmaker
42127,Referenceable Experience,Using Hand Tools,toolmaker
42128,Referenceable Experience,Engineering Drawing Interpretation,toolmaker
42129,Referenceable Experience,Mathematics,toolmaker
42130,Referenceable Experience,Milling,toolmaker
42131,Referenceable Experience,CNC,toolmaker
42132,Referenceable Experience,Engineering Drawings,toolmaker
42133,Observable Attributes,Self Motivation,toolmaker
42134,Referenceable Experience,Computer Systems,toolmaker
42135,Observable Attributes,Ability to Follow Direction,toolmaker
42136,Verifiable Attainments,Forklift Licence,toolmaker
42137,Observable Attributes,Team Work,toolmaker
42138,Referenceable Experience,Hydraulics,toolmaker
42139,Observable Attributes,Willingness to Learn,toolmaker
42140,Referenceable Experience,Rail Traction,infrastructure-worker
42141,Referenceable Experience,Electronic Distribution Overhead,infrastructure-worker
42142,Verifiable Attainments,NSW Drivers Licence,infrastructure-worker
42143,Referenceable Experience,Electricity Supply Industry,infrastructure-worker
42144,Referenceable Experience,Electricity Distribution,infrastructure-worker
42145,Referenceable Experience,Infrastructure Engineering,infrastructure-worker
42146,Verifiable Attainments,Contractors Licence,infrastructure-worker
42147,Referenceable Experience,Electrical Trade,infrastructure-worker
42148,Referenceable Experience,Safety Awareness,infrastructure-worker
42149,Observable Attributes,Self Motivation,infrastructure-worker
42150,Observable Attributes,Problem Solving,infrastructure-worker
42151,Referenceable Experience,Automotive Mechanics,motor-mechanic
42152,Referenceable Experience,Light Vehicle Automotive,motor-mechanic
42153,Referenceable Experience,Customer Handling,motor-mechanic
42154,Verifiable Attainments,Drivers Licence,motor-mechanic
42155,Observable Attributes,Team Work,motor-mechanic
42156,Observable Attributes,Autonomy,motor-mechanic
42157,Observable Attributes,Punctual,motor-mechanic
42158,Observable Attributes,Problem Solving,motor-mechanic
42159,Observable Attributes,Communication Skills,motor-mechanic
42160,Observable Attributes,Time Management,motor-mechanic
42161,Referenceable Experience,Customer Service,motor-mechanic
42162,Observable Attributes,Thoroughness,motor-mechanic
42163,Observable Attributes,Resilience,motor-mechanic
42164,Observable Attributes,Computer Literacy,motor-mechanic
42165,Referenceable Experience,Fault Finding,industrial-electrician
42166,Referenceable Experience,Industrial Electronics,industrial-electrician
42167,Verifiable Attainments,Electrical Licence,industrial-electrician
42168,Referenceable Experience,Working At Heights,industrial-electrician
42169,Referenceable Experience,Electrical Trade,industrial-electrician
42170,Referenceable Experience,Electrical Power Systems,industrial-electrician
42171,Referenceable Experience,Electrical Schematics,industrial-electrician
42172,Referenceable Experience,Electrical Installation,industrial-electrician
42173,Referenceable Experience,Computerised Maintenance Management System,industrial-electrician
42174,Referenceable Experience,Schematic Drawings,industrial-electrician
42175,Referenceable Experience,Troubleshooting,industrial-electrician
42176,Referenceable Experience,Industrial Environments,industrial-electrician
42177,Referenceable Experience,SCADA Programming,industrial-electrician
42178,Referenceable Experience,Control Systems,industrial-electrician
42179,Verifiable Attainments,EWP Licence,industrial-electrician
42180,Referenceable Experience,Wiring,industrial-electrician
42181,Verifiable Attainments,Construction Induction White Card,industrial-electrician
42182,Referenceable Experience,Commissioning,industrial-electrician
42183,Observable Attributes,Autonomy,industrial-electrician
42184,Referenceable Experience,Workplace Health and Safety,industrial-electrician
42185,Referenceable Experience,Refrigeration,heating-ventilation-and-air-conditioning-technician
42186,Referenceable Experience,Air Conditioning,heating-ventilation-and-air-conditioning-technician
42187,Verifiable Attainments,Refrigerant Handling Licence,heating-ventilation-and-air-conditioning-technician
42188,Verifiable Attainments,Restricted Electrical Licence,heating-ventilation-and-air-conditioning-technician
42189,Referenceable Experience,Fault Finding,heating-ventilation-and-air-conditioning-technician
42190,Verifiable Attainments,Construction Induction White Card,heating-ventilation-and-air-conditioning-technician
42191,Referenceable Experience,HVAC Systems,heating-ventilation-and-air-conditioning-technician
42192,Referenceable Experience,Customer Service,heating-ventilation-and-air-conditioning-technician
42193,Verifiable Attainments,Australian Drivers Licence,heating-ventilation-and-air-conditioning-technician
42194,Observable Attributes,Autonomy,heating-ventilation-and-air-conditioning-technician
42195,Referenceable Experience,Workplace Health and Safety,heating-ventilation-and-air-conditioning-technician
42196,Observable Attributes,Communication Skills,heating-ventilation-and-air-conditioning-technician
42197,Observable Attributes,Team Work,heating-ventilation-and-air-conditioning-technician
42198,Observable Attributes,Time Management,heating-ventilation-and-air-conditioning-technician
42199,Observable Attributes,Problem Solving,heating-ventilation-and-air-conditioning-technician
42200,Observable Attributes,Willingness to Learn,heating-ventilation-and-air-conditioning-technician
42201,Observable Attributes,Resilience,heating-ventilation-and-air-conditioning-technician
42202,Observable Attributes,Computer Literacy,heating-ventilation-and-air-conditioning-technician
42203,Referenceable Experience,Brick Laying,bricklayer
42204,Verifiable Attainments,Construction Induction White Card,bricklayer
42205,Referenceable Experience,Blockworking,bricklayer
42206,Observable Attributes,Proactive Attitude,bricklayer
42207,Observable Attributes,Willingness to Learn,bricklayer
42208,Observable Attributes,Ability to Follow Direction,bricklayer
42209,Verifiable Attainments,Drivers Licence,bricklayer
42210,Observable Attributes,Team Work,bricklayer
42211,Observable Attributes,Resilience,bricklayer
42212,Observable Attributes,Communication Skills,bricklayer
42213,Verifiable Attainments,Security Licence,security-officer
42214,Verifiable Attainments,First Aid Certificate,security-officer
42215,Referenceable Experience,Control Room,security-officer
42216,Referenceable Experience,First Aid,security-officer
42217,Referenceable Experience,Customer Service,security-officer
42218,Referenceable Experience,Security Operations,security-officer
42219,Referenceable Experience,Crowd Control,security-officer
42220,Referenceable Experience,Conflict Resolution,security-officer
42221,Referenceable Experience,Closed Circuit Television,security-officer
42222,Observable Attributes,Neat Personal Presentation,security-officer
42223,Observable Attributes,Computer Literacy,security-officer
42224,Referenceable Experience,Service Industry,security-officer
42225,Referenceable Experience,Control Systems,security-officer
42226,Observable Attributes,Communication Skills,security-officer
42227,Referenceable Experience,Report Writing,security-officer
42228,Observable Attributes,Written Communication,security-officer
42229,Observable Attributes,Team Work,security-officer
42230,Observable Attributes,Multitasking,security-officer
42231,Verifiable Attainments,Drivers Licence,security-officer
42232,Observable Attributes,Resilience,security-officer
42233,Referenceable Experience,Stonemasonry,stonemason
42234,Verifiable Attainments,Construction Induction White Card,stonemason
42235,Observable Attributes,Punctual,stonemason
42236,Verifiable Attainments,Forklift Licence,stonemason
42237,Verifiable Attainments,Drivers Licence,stonemason
42238,Observable Attributes,Thoroughness,stonemason
42239,Referenceable Experience,CNC,stonemason
42240,Observable Attributes,Team Work,stonemason
42241,Observable Attributes,Autonomy,stonemason
42242,Referenceable Experience,Installation,stonemason
42243,Observable Attributes,Self Motivation,stonemason
42244,Observable Attributes,Willingness to Learn,stonemason
42245,Observable Attributes,Resilience,stonemason
42246,Observable Attributes,Communication Skills,stonemason
42247,Observable Attributes,Time Management,stonemason
42248,Observable Attributes,Problem Solving,stonemason
42249,Referenceable Experience,Carpentry,maintenance-carpenter
42250,Verifiable Attainments,Construction Induction White Card,maintenance-carpenter
42251,Referenceable Experience,Handy Person Duties,maintenance-carpenter
42252,Referenceable Experience,Property Maintenance,maintenance-carpenter
42253,Referenceable Experience,Tiling,maintenance-carpenter
42254,Verifiable Attainments,Drivers Licence,maintenance-carpenter
42255,Referenceable Experience,Simpro,maintenance-carpenter
42256,Referenceable Experience,Plastering,maintenance-carpenter
42257,Referenceable Experience,Joinery,maintenance-carpenter
42258,Referenceable Experience,Building Maintenance,maintenance-carpenter
42259,Observable Attributes,Autonomy,maintenance-carpenter
